City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
201,Petropavlovsk-Kamchatskiy,RU,2021-10-09 01:21:20,53.0452,158.6483,46.99,43,0,4.47
202,Jurm,AF,2021-10-09 01:21:21,36.8648,70.8342,45.64,58,0,0.38
203,Isangel,VU,2021-10-09 01:21:21,-19.55,169.2667,78.91,69,75,5.75
204,Provideniya,RU,2021-10-09 01:21:21,64.3833,-173.3,36.01,83,100,11.12
205,Soloneshnoye,RU,2021-10-09 01:21:22,51.6544,84.3197,32.54,80,12,5.41
206,Lithakia,GR,2021-10-09 01:17:21,37.7167,20.8333,66.58,72,0,4.74
207,Pascagoula,US,2021-10-09 01:20:44,30.3658,-88.5561,75.24,89,1,0.0
208,Broken Hill,AU,2021-10-09 01:19:38,-31.95,141.4333,82.47,17,0,8.1
209,Diplo,PK,2021-10-09 01:21:22,24.4667,69.584,81.36,71,0,8.95
210,Victor Harbor,AU,2021-10-09 01:21:23,-35.5667,138.6167,71.19,77,86,5.01
211,Benemerito De Las Americas,MX,2021-10-09 01:21:23,16.5167,-90.6439,72.55,98,100,1.68
212,Fortuna,US,2021-10-09 01:21:23,40.5982,-124.1573,61.48,67,96,1.01
213,Qaanaaq,GL,2021-10-09 01:21:24,77.484,-69.3632,21.22,75,89,8.3
214,Ahuimanu,US,2021-10-09 01:21:24,21.4447,-157.8378,83.91,56,20,11.5
215,Porto Torres,IT,2021-10-09 01:21:24,40.835,8.3972,53.78,74,10,11.34
216,Narrabri,AU,2021-10-09 01:21:25,-30.3167,149.7833,82.0,37,0,14.29
217,Namatanai,PG,2021-10-09 01:21:25,-3.6667,152.4333,79.29,87,100,7.11
218,Puerto Ayora,EC,2021-10-09 01:21:25,-0.7393,-90.3518,69.55,92,100,7.0
219,Cockburn Town,TC,2021-10-09 01:21:26,21.4612,-71.1419,82.62,76,9,13.02
220,Kodiak,US,2021-10-09 01:21:26,57.79,-152.4072,53.11,47,20,14.97
221,Bengkulu,ID,2021-10-09 01:18:13,-3.8004,102.2655,79.86,77,17,5.64
222,Luwero,UG,2021-10-09 01:21:26,0.8492,32.4731,63.81,94,81,1.77
223,Metro,ID,2021-10-09 01:21:27,-5.1131,105.3067,83.82,68,19,7.56
224,Buraydah,SA,2021-10-09 01:21:27,26.326,43.975,75.65,21,0,4.34
225,Kivertsi,UA,2021-10-09 01:21:27,50.8343,25.4582,32.92,88,1,7.4
226,Lilongwe,MW,2021-10-09 01:21:28,-13.9669,33.7873,69.78,44,0,1.41
227,Taoudenni,ML,2021-10-09 01:21:28,22.6783,-3.9836,88.59,10,90,4.52
228,Lebu,CL,2021-10-09 01:21:28,-37.6167,-73.65,49.93,93,6,8.08
229,Vila Velha,BR,2021-10-09 01:21:29,-20.3297,-40.2925,69.75,83,75,9.22
230,Maceio,BR,2021-10-09 01:21:29,-9.6658,-35.7353,78.24,88,20,4.61
231,Nome,US,2021-10-09 01:21:29,64.5011,-165.4064,41.16,75,90,13.8
232,Olinda,BR,2021-10-09 01:17:16,-8.0089,-34.8553,80.33,74,75,6.91
233,Pevek,RU,2021-10-09 01:21:30,69.7008,170.3133,25.25,76,100,0.81
234,Otradnoye,RU,2021-10-09 01:16:50,59.7775,30.8181,49.55,69,100,6.91
235,Lavrentiya,RU,2021-10-09 01:21:30,65.5833,-171.0,35.15,84,100,18.37
236,Moron,AR,2021-10-09 01:17:53,-34.6534,-58.6198,57.96,62,5,4.0
237,Bubaque,GW,2021-10-09 01:21:31,11.2833,-15.8333,83.03,80,100,10.29
238,Zhangjiakou,CN,2021-10-09 01:21:31,40.81,114.8794,51.67,85,99,3.38
239,Yerbogachen,RU,2021-10-09 01:21:31,61.2767,108.0108,34.56,96,100,13.56
240,Moose Factory,CA,2021-10-09 01:21:32,51.2585,-80.6094,60.8,82,1,5.75
241,Bayangol,RU,2021-10-09 01:21:32,50.6977,103.4656,29.12,69,16,2.51
242,Vila Franca Do Campo,PT,2021-10-09 01:21:32,37.7167,-25.4333,68.2,84,4,6.71
243,Wanning,CN,2021-10-09 01:20:36,18.8003,110.3967,81.0,88,100,13.82
244,Altay,CN,2021-10-09 01:21:33,47.8667,88.1167,25.97,52,0,6.71
245,Yalutorovsk,RU,2021-10-09 01:21:33,56.6536,66.3006,37.13,77,56,8.3
246,Altagracia De Orituco,VE,2021-10-09 01:21:33,9.8601,-66.3814,72.5,94,98,3.76
247,Alice Springs,AU,2021-10-09 01:21:34,-23.7,133.8833,96.35,9,3,12.66
248,Khash,IR,2021-10-09 01:21:34,28.2211,61.2158,63.68,23,0,4.16
249,Baruun-Urt,MN,2021-10-09 01:21:34,46.6806,113.2792,44.26,81,100,5.59
250,Bonavista,CA,2021-10-09 01:19:25,48.6499,-53.1147,47.12,80,89,40.58
251,Sembe,CG,2021-10-09 01:21:35,1.6481,14.5806,71.29,97,69,1.23
252,Bowen,AU,2021-10-09 01:21:35,-20.0167,148.2333,78.8,64,69,14.14
253,Nouadhibou,MR,2021-10-09 01:21:35,20.931,-17.0347,75.18,69,99,17.27
254,Waw,SS,2021-10-09 01:21:36,7.7029,27.9953,72.97,86,41,2.86
255,Marysville,US,2021-10-09 01:21:36,48.0518,-122.1771,58.39,73,1,1.01
256,Oskarshamn,SE,2021-10-09 01:21:37,57.2645,16.4484,49.8,93,100,5.61
257,Tual,ID,2021-10-09 01:21:37,-5.6667,132.75,82.45,78,100,11.54
258,Los Andes,CL,2021-10-09 01:21:37,-32.8337,-70.5983,53.58,82,13,1.88
259,Huarmey,PE,2021-10-09 01:21:38,-10.0681,-78.1522,64.51,88,70,10.67
260,Pailon,BO,2021-10-09 01:21:38,-17.65,-62.75,85.1,42,100,9.86
261,Chihuahua,MX,2021-10-09 01:20:13,28.5,-106.0,77.83,25,0,7.54
262,Saldanha,ZA,2021-10-09 01:19:31,-33.0117,17.9442,53.65,85,47,7.99
263,Hof,DE,2021-10-09 01:21:38,50.3167,11.9167,44.11,86,0,5.01
264,Menongue,AO,2021-10-09 01:21:39,-14.6585,17.691,64.51,69,39,1.68
265,Lata,PT,2021-10-09 01:21:39,40.1629,-8.3327,62.08,90,80,1.66
266,Mikhaylovskoye,RU,2021-10-09 01:21:39,51.8239,79.7172,36.97,88,0,9.31
267,Sladkovo,RU,2021-10-09 01:21:40,55.5284,70.3385,35.47,73,0,10.25
268,Isla Mujeres,MX,2021-10-09 01:21:40,21.2311,-86.731,80.65,77,100,7.54
269,Kilemary,RU,2021-10-09 01:21:40,56.7783,46.8659,36.36,87,100,5.03
270,Korla,CN,2021-10-09 01:21:41,41.7597,86.1469,40.26,42,0,4.56
271,Yar-Sale,RU,2021-10-09 01:21:41,66.8333,70.8333,33.91,76,100,17.2
272,San Quintin,MX,2021-10-09 01:21:41,30.4833,-115.95,68.83,75,6,22.41
273,Singapore,SG,2021-10-09 01:18:05,1.2897,103.8501,86.81,66,75,12.66
274,Mchinji,MW,2021-10-09 01:21:42,-13.7984,32.8802,65.1,49,3,3.67
275,Pangkalanbuun,ID,2021-10-09 01:21:42,-2.6833,111.6167,82.87,75,100,3.33
276,Wahiawa,US,2021-10-09 01:21:42,21.5028,-158.0236,80.92,57,40,12.66
277,Tiksi,RU,2021-10-09 01:20:45,71.6872,128.8694,23.76,72,100,13.69
278,Den Helder,NL,2021-10-09 01:21:43,52.9599,4.7593,53.98,90,5,7.0
279,Noumea,NC,2021-10-09 01:21:43,-22.2763,166.4572,80.58,58,5,19.06
280,Half Moon Bay,US,2021-10-09 01:17:21,37.4636,-122.4286,62.22,73,75,16.11
281,Mamallapuram,IN,2021-10-09 01:21:43,12.6264,80.1722,80.65,79,100,9.48
282,Morant Bay,JM,2021-10-09 01:21:44,17.8815,-76.4093,83.82,84,60,7.43
283,Lagoa,PT,2021-10-09 01:21:23,39.05,-27.9833,68.45,65,1,7.43
284,Lasa,IT,2021-10-09 01:21:44,46.6166,10.7002,47.62,82,6,1.59
285,Kjollefjord,NO,2021-10-09 01:21:44,70.9457,27.3465,36.81,71,100,9.78
286,Evensk,RU,2021-10-09 01:21:45,61.95,159.2333,29.23,46,21,1.28
287,Kaseda,JP,2021-10-09 01:21:45,31.4167,130.3167,81.63,63,21,16.17
288,Aktau,KZ,2021-10-09 01:21:45,43.65,51.2,34.38,33,0,8.7
289,Shizunai,JP,2021-10-09 01:21:46,42.3339,142.3669,60.94,56,4,5.66
290,Solwezi,ZM,2021-10-09 01:21:46,-12.1688,26.3894,63.19,39,1,2.46
291,Luderitz,NA,2021-10-09 01:20:45,-26.6481,15.1594,55.44,66,41,11.05
292,Kachiry,KZ,2021-10-09 01:21:47,53.0675,76.1036,38.86,81,0,10.25
293,Carahue,CL,2021-10-09 01:21:47,-38.7,-73.1667,50.2,99,14,2.13
