City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain (inches),Snow (inches)
283,Auka,HN,14.9333,-83.8333,89.8,58,58,5.01,broken clouds,0.0,0.0
284,Ambon,ID,-3.6954,128.1814,79.34,83,40,2.89,scattered clouds,0.0,0.0
285,Jawhar,SO,2.7809,45.5005,77.97,81,34,13.2,scattered clouds,0.0,0.0
286,Coruripe,BR,-10.1256,-36.1756,81.41,62,83,11.83,broken clouds,0.0,0.0
287,Hualmay,PE,-11.0964,-77.6139,68.09,76,74,9.19,broken clouds,0.0,0.0
288,Verkhnyaya Inta,RU,65.9811,60.3094,27.34,79,45,9.93,scattered clouds,0.0,0.0
289,Russellville,US,35.2784,-93.1338,90.14,46,51,12.03,broken clouds,0.0,0.0
290,Rio Grande,BR,-32.035,-52.0986,68.11,72,85,17.02,overcast clouds,0.0,0.0
291,Ancud,CL,-41.8697,-73.8203,63.93,72,1,8.03,clear sky,0.0,0.0
292,Killybegs,IE,54.6333,-8.45,55.11,91,0,6.31,clear sky,0.0,0.0
293,Luderitz,NA,-26.6481,15.1594,66.18,56,14,22.35,few clouds,0.0,0.0
294,Muros,ES,42.7762,-9.0603,71.83,67,100,12.5,overcast clouds,0.0,0.0
295,Buraydah,SA,26.326,43.975,90.05,14,0,11.14,clear sky,0.0,0.0
296,Broome,US,42.2506,-75.833,67.08,66,75,3.0,broken clouds,0.0,0.0
297,Kathu,TH,7.9178,98.3332,83.7,99,99,17.09,overcast clouds,0.0,0.0
298,Kroya,ID,-7.6331,109.2461,79.2,84,95,6.33,overcast clouds,0.0,0.0
299,Sabang,ID,5.8933,95.3214,82.4,79,90,19.15,overcast clouds,0.0,0.0
300,Southbridge,US,42.0751,-72.0334,64.13,77,100,7.76,overcast clouds,0.0,0.0
301,Marawi,PH,7.9986,124.2928,65.64,91,100,0.83,overcast clouds,0.0,0.0
302,Isangel,VU,-19.55,169.2667,70.29,84,33,11.95,scattered clouds,0.0,0.0
303,Shiyan,CN,32.6475,110.7781,60.64,72,99,5.91,light rain,0.44,0.0
304,Ganzhou,CN,28.8184,115.4327,73.98,84,100,6.51,overcast clouds,0.0,0.0
305,Gwadar,PK,25.1216,62.3254,82.26,69,0,7.4,clear sky,0.0,0.0
306,Puerto Ayacucho,VE,5.6639,-67.6236,89.76,57,36,2.53,scattered clouds,0.0,0.0
307,Bambous Virieux,MU,-20.3428,57.7575,73.65,73,40,17.27,light rain,0.14,0.0
308,Fortuna,US,40.5982,-124.1573,62.37,68,18,4.9,few clouds,0.0,0.0
309,Jalingo,NG,8.8833,11.3667,79.93,82,99,1.99,overcast clouds,0.0,0.0
310,Goderich,CA,43.7501,-81.7165,72.03,88,69,4.61,moderate rain,1.07,0.0
311,Guijalo,PH,13.7373,123.868,78.37,90,90,9.69,overcast clouds,0.0,0.0
312,Nchelenge,ZM,-9.3451,28.734,82.08,37,6,4.23,clear sky,0.0,0.0
313,Praya,CV,14.9215,-23.5087,90.14,55,0,14.97,clear sky,0.0,0.0
314,Chapais,CA,49.7834,-74.8492,65.98,58,69,11.63,broken clouds,0.0,0.0
315,Provideniya,RU,64.3833,-173.3,28.18,82,80,5.77,broken clouds,0.0,0.0
316,Nabire,ID,-3.3667,135.4833,77.13,92,93,2.95,overcast clouds,0.0,0.0
317,Bonavista,CA,48.6499,-53.1147,46.11,79,20,36.46,light rain,0.1,0.0
318,Te Anau,NZ,-45.4167,167.7167,39.92,89,31,0.85,scattered clouds,0.0,0.0
319,Puerto Leguizamo,CO,-0.1934,-74.7819,93.6,44,39,0.6,scattered clouds,0.0,0.0
320,Klaksvik,FO,62.2266,-6.589,50.92,85,44,16.75,scattered clouds,0.0,0.0
321,Codrington,AU,-38.2667,141.9667,49.39,62,99,7.65,overcast clouds,0.0,0.0
322,Moranbah,AU,-22.0016,148.0466,64.85,89,1,9.42,clear sky,0.0,0.0
323,Atasu,KZ,48.6814,71.6433,44.38,54,99,5.97,overcast clouds,0.0,0.0
324,Turochak,RU,52.2576,87.1224,37.13,83,8,2.95,clear sky,0.0,0.0
325,Manaure,CO,11.7751,-72.4445,91.09,55,30,11.83,scattered clouds,0.0,0.0
326,Letnik,RU,46.011,41.2657,50.9,45,91,16.44,overcast clouds,0.0,0.0
327,Talnakh,RU,69.4865,88.3972,13.8,90,90,12.95,overcast clouds,0.0,0.0
328,Amahai,ID,-3.3333,128.9167,77.41,88,81,2.06,broken clouds,0.0,0.0
329,Hambantota,LK,6.1241,81.1185,80.6,81,95,17.52,overcast clouds,0.0,0.0
330,Okha,RU,53.5739,142.9478,39.69,64,100,6.38,overcast clouds,0.0,0.0
331,Lahat,ID,-3.8,103.5333,75.67,87,84,1.99,broken clouds,0.0,0.0
332,Katangli,RU,51.7102,143.2326,43.39,66,97,8.63,overcast clouds,0.0,0.0
333,Riyadh,SA,24.6877,46.7219,87.94,14,0,10.92,clear sky,0.0,0.0
334,Makinsk,KZ,52.6292,70.4169,31.35,64,10,6.2,clear sky,0.0,0.0
335,Cravo Norte,CO,6.3017,-70.2041,90.48,56,25,2.42,scattered clouds,0.0,0.0
336,Shahrud,IR,36.4182,54.9763,45.75,65,1,9.44,clear sky,0.0,0.0
337,Mujiayingzi,CN,42.1167,118.7833,44.11,46,77,13.78,broken clouds,0.0,0.0
338,Mananjary,MG,-21.2167,48.3333,68.49,76,6,7.27,clear sky,0.0,0.0
339,Carroll,US,39.5501,-77.0164,71.92,75,90,4.0,overcast clouds,0.0,0.0
340,Zhenlai,CN,45.8495,123.2973,53.56,41,66,23.55,broken clouds,0.0,0.0
341,Bima,ID,-8.4667,118.7167,75.88,89,89,4.7,overcast clouds,0.0,0.0
342,Sangar,RU,63.9242,127.4739,28.83,97,100,9.19,snow,0.0,1.11
343,Kamaishi,JP,39.2667,141.8833,62.04,89,62,9.91,broken clouds,0.0,0.0
344,Praia Da Vitoria,PT,38.7333,-27.0667,71.85,78,40,14.09,scattered clouds,0.0,0.0
345,Hasaki,JP,35.7333,140.8333,66.6,84,42,5.91,scattered clouds,0.0,0.0
346,Margate,GB,51.3813,1.3862,59.04,83,46,6.78,scattered clouds,0.0,0.0
347,Jumla,NP,29.2747,82.1838,53.55,89,35,3.22,scattered clouds,0.0,0.0
348,Sampit,ID,-2.5333,112.95,75.97,95,87,2.35,overcast clouds,0.0,0.0
349,Sioux Lookout,CA,50.1001,-91.917,61.18,100,75,5.75,mist,0.0,0.0
350,Nouadhibou,MR,20.931,-17.0347,82.38,51,82,12.66,broken clouds,0.0,0.0
351,Kamina,CD,-8.7386,24.9906,77.43,27,11,2.08,few clouds,0.0,0.0
352,Surt,LY,31.2089,16.5887,77.02,73,24,19.04,few clouds,0.0,0.0
353,Quesnel,CA,52.9999,-122.5029,45.1,70,90,8.05,overcast clouds,0.0,0.0
354,Mirnyy,RU,62.5353,113.9611,34.57,96,100,13.24,light rain,0.15,0.0
355,Asau,RO,46.4333,26.4,45.52,57,77,4.56,broken clouds,0.0,0.0
356,Novobirilyussy,RU,56.9514,90.6661,39.15,85,100,10.13,overcast clouds,0.0,0.0
357,Vao,NC,-22.6667,167.4833,69.62,59,100,14.54,overcast clouds,0.0,0.0
358,Brae,GB,60.3964,-1.353,53.51,97,100,14.12,overcast clouds,0.0,0.0
359,Tibagi,BR,-24.5094,-50.4136,61.79,97,100,3.96,moderate rain,1.51,0.0
360,Narsaq,GL,60.9167,-46.05,37.02,53,6,0.4,clear sky,0.0,0.0
361,Ariogala,LT,55.2667,23.4667,48.78,60,99,1.7,overcast clouds,0.0,0.0
362,Egvekinot,RU,66.3167,-179.1667,17.4,86,100,8.84,overcast clouds,0.0,0.0
363,Mamonovo,RU,54.4643,19.938,44.55,53,100,6.58,overcast clouds,0.0,0.0
364,Mariager,DK,56.6498,9.9752,52.79,93,100,6.62,overcast clouds,0.0,0.0
365,Poya,NC,-21.35,165.15,66.58,73,19,4.23,few clouds,0.0,0.0
366,Namibe,AO,-15.1961,12.1522,66.29,77,8,1.25,clear sky,0.0,0.0
367,Pocone,BR,-16.2567,-56.6228,102.83,26,64,7.85,broken clouds,0.0,0.0
368,Almora,IN,29.6167,79.6667,59.16,86,0,1.57,clear sky,0.0,0.0
369,Gram,DK,55.2895,9.0491,50.14,81,0,5.75,clear sky,0.0,0.0
370,Birao,CF,10.2849,22.7882,80.01,40,79,2.86,broken clouds,0.0,0.0
371,Hobyo,SO,5.3505,48.5268,78.64,85,29,14.32,scattered clouds,0.0,0.0
372,Puerto Cabezas,NI,14.0351,-83.3888,87.76,74,75,9.22,broken clouds,0.0,0.0
373,Pattani,TH,6.75,100.4167,80.02,93,89,3.31,overcast clouds,0.0,0.0
374,Kjollefjord,NO,70.9457,27.3465,36.84,95,100,3.71,overcast clouds,0.0,0.0
375,Nipawin,CA,53.3668,-104.0009,53.64,66,1,6.91,clear sky,0.0,0.0
376,Buchanan,LR,5.8808,-10.0467,84.16,78,83,9.26,broken clouds,0.0,0.0
377,Tondano,ID,1.3038,124.9112,69.89,92,100,1.61,overcast clouds,0.0,0.0
378,Flinders,AU,-34.5833,150.8552,67.37,77,60,1.01,broken clouds,0.0,0.0
379,Westport,US,41.1415,-73.3579,69.94,72,90,1.01,overcast clouds,0.0,0.0
380,Narrabri,AU,-30.3167,149.7833,75.29,46,24,23.02,few clouds,0.0,0.0
381,San Jose,US,37.3394,-121.895,67.05,58,1,1.99,clear sky,0.0,0.0
382,Beloha,MG,-25.1667,45.05,70.38,63,0,4.14,clear sky,0.0,0.0
383,Celestun,MX,20.8667,-90.4,86.85,64,40,8.16,scattered clouds,0.0,0.0
384,Ninh Binh,VN,20.2539,105.975,73.0,94,100,13.8,moderate rain,2.35,0.0
385,San Policarpo,PH,12.1791,125.5072,79.74,81,100,18.72,moderate rain,3.16,0.0
386,Port Hedland,AU,-20.3167,118.5667,66.25,82,0,4.61,clear sky,0.0,0.0
387,Mecca,SA,21.4267,39.8261,88.54,52,49,2.98,scattered clouds,0.0,0.0
388,Pizarro,CO,4.9533,-77.366,76.14,89,100,6.67,light rain,0.28,0.0
389,Trofors,NO,65.5333,13.4063,54.81,96,100,8.55,light rain,0.21,0.0
390,Carballo,ES,43.213,-8.691,68.07,81,100,10.63,overcast clouds,0.0,0.0
391,Havelock,US,34.8791,-76.9013,75.43,89,75,1.99,light rain,0.2,0.0
392,Port Hawkesbury,CA,45.6169,-61.3485,56.59,59,40,7.0,scattered clouds,0.0,0.0
393,Ilulissat,GL,69.2167,-51.1,24.64,67,100,5.82,overcast clouds,0.0,0.0
394,Yilan,TW,24.757,121.753,82.51,99,94,4.0,overcast clouds,0.0,0.0
395,Los Llanos De Aridane,ES,28.6585,-17.9182,71.35,84,20,16.11,few clouds,0.0,0.0
396,Iqaluit,CA,63.7506,-68.5145,37.13,86,90,8.01,overcast clouds,0.0,0.0
397,Airai,TL,-8.9266,125.4092,58.53,69,71,1.7,broken clouds,0.0,0.0
398,San Ignacio,BZ,17.1561,-89.0714,87.94,66,40,4.61,scattered clouds,0.0,0.0
399,Viedma,AR,-40.8135,-62.9967,82.96,18,0,14.16,clear sky,0.0,0.0
400,Mount Isa,AU,-20.7333,139.5,80.37,36,84,3.44,broken clouds,0.0,0.0
401,Jiangyou,CN,31.7667,104.7167,60.35,92,100,5.3,light rain,0.17,0.0
402,Wanning,CN,18.8003,110.3967,77.92,86,95,10.85,overcast clouds,0.0,0.0
403,Mayo,US,38.8876,-76.5119,74.37,76,99,10.0,overcast clouds,0.0,0.0
404,Dunedin,NZ,-45.8742,170.5036,48.79,88,5,4.32,clear sky,0.0,0.0
405,San Andres,CO,12.5847,-81.7006,86.02,74,20,14.97,few clouds,0.0,0.0
406,Urumqi,CN,43.801,87.6005,40.15,49,0,4.47,clear sky,0.0,0.0
407,Kawalu,ID,-7.3817,108.2082,71.28,97,92,0.76,overcast clouds,0.0,0.0
408,Savinka,RU,50.0785,47.0994,47.07,57,0,6.51,clear sky,0.0,0.0
409,Erba,IT,45.8096,9.2312,59.31,77,61,1.48,broken clouds,0.0,0.0
410,Bubaque,GW,11.2833,-15.8333,82.9,74,70,11.07,broken clouds,0.0,0.0
411,Owase,JP,34.0667,136.2,71.71,89,53,4.43,broken clouds,0.0,0.0
412,Tashtyp,RU,52.7939,89.8983,37.63,81,72,7.56,broken clouds,0.0,0.0
413,Ouegoa,NC,-20.35,164.4333,70.14,76,34,11.61,scattered clouds,0.0,0.0
414,Sankt Florian,AT,48.2057,14.3784,49.59,72,75,5.75,broken clouds,0.0,0.0
415,Fukuma,JP,33.7667,130.4667,73.4,74,0,6.02,clear sky,0.0,0.0
416,Pangai,TO,-19.8,-174.35,76.28,78,100,11.52,overcast clouds,0.0,0.0
417,Ostersund,SE,63.1792,14.6357,55.85,88,75,5.75,broken clouds,0.0,0.0
418,Riachao,BR,-7.3619,-46.6172,98.67,23,84,6.85,broken clouds,0.0,0.0
419,Fairlie,GB,55.756,-4.8556,58.39,91,81,3.0,broken clouds,0.0,0.0
420,Bathsheba,BB,13.2167,-59.5167,86.61,74,40,12.66,scattered clouds,0.0,0.0
421,Slave Lake,CA,55.2834,-114.769,55.38,38,1,13.8,clear sky,0.0,0.0
422,Stepnyak,KZ,52.8339,70.7803,39.02,63,21,7.25,few clouds,0.0,0.0
423,Okhotsk,RU,59.3833,143.3,24.91,79,24,9.62,few clouds,0.0,0.0
424,Lesnoye,RU,58.2841,35.5158,45.34,72,99,5.97,overcast clouds,0.0,0.0
425,Eureka,US,40.8021,-124.1637,62.64,74,23,1.99,few clouds,0.0,0.0
426,Ellensburg,US,46.9965,-120.5479,56.3,61,86,8.01,overcast clouds,0.0,0.0
427,Poum,NC,-20.2333,164.0167,72.19,71,34,11.07,scattered clouds,0.0,0.0
428,Vostok,RU,46.4856,135.8833,44.26,67,100,5.68,overcast clouds,0.0,0.0
429,Saint George,US,37.1041,-113.5841,70.27,65,2,3.0,clear sky,0.0,0.0
430,Teahupoo,PF,-17.8333,-149.2667,75.16,71,44,2.62,scattered clouds,0.0,0.0
431,Sabha,LY,27.0377,14.4283,81.46,14,0,7.47,clear sky,0.0,0.0
432,Mitu,CO,1.1983,-70.1733,86.85,64,88,2.15,overcast clouds,0.0,0.0
433,Maues,BR,-3.3836,-57.7186,100.65,28,85,5.41,overcast clouds,0.0,0.0
434,Komsomolskiy,UZ,40.4272,71.7189,53.02,71,100,2.3,overcast clouds,0.0,0.0
435,Thunder Bay,CA,48.4001,-89.3168,66.99,99,90,6.91,mist,0.0,0.0
436,Neiafu,TO,-18.65,-173.9833,72.28,94,40,0.0,scattered clouds,0.0,0.0
437,Avera,US,33.194,-82.5271,79.38,71,56,11.48,broken clouds,0.0,0.0
438,Beyneu,KZ,45.3167,55.2,51.42,44,0,7.52,clear sky,0.0,0.0
439,Katsuura,JP,35.1333,140.3,70.2,85,31,5.41,scattered clouds,0.0,0.0
440,Shumerlya,RU,55.5005,46.4129,39.81,73,64,4.27,broken clouds,0.0,0.0
441,Cayenne,GF,4.9333,-52.3333,89.64,76,75,1.99,broken clouds,0.0,0.0
442,Rehoboth,NA,-23.3167,17.0833,73.11,7,6,10.33,clear sky,0.0,0.0
443,Pokhara,NP,28.2333,83.9833,67.41,87,48,5.01,scattered clouds,0.0,0.0
444,Naliya,IN,23.2667,68.8333,82.89,70,2,7.02,clear sky,0.0,0.0
445,Iralaya,HN,15.0,-83.2333,85.51,70,47,7.74,scattered clouds,0.0,0.0
446,Sao Joao Da Barra,BR,-21.6403,-41.0511,71.69,78,100,8.16,overcast clouds,0.0,0.0
447,Ulladulla,AU,-35.35,150.4667,63.88,86,63,3.62,broken clouds,0.0,0.0
448,Mazagao,BR,-0.115,-51.2894,95.05,47,85,6.73,overcast clouds,0.0,0.0
449,Seoul,KR,37.5683,126.9778,71.04,94,75,3.44,broken clouds,0.0,0.0
450,Atar,MR,20.5169,-13.0499,99.61,10,99,11.45,overcast clouds,0.0,0.0
451,Szydlowiec,PL,51.2282,20.8611,45.28,57,8,6.17,clear sky,0.0,0.0
452,Bandarbeyla,SO,9.4942,50.8122,78.33,85,13,22.86,few clouds,0.0,0.0
453,Martapura,ID,-3.4167,114.85,78.89,89,98,3.44,overcast clouds,0.0,0.0
454,Sassandra,CI,4.95,-6.0833,78.64,85,36,9.22,scattered clouds,0.0,0.0
455,Harper,LR,4.375,-7.7169,78.51,85,93,7.7,light rain,0.13,0.0
456,Albury,AU,-36.0833,146.9167,58.14,94,40,1.14,light rain,0.14,0.0
457,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,63.93,58,93,9.95,overcast clouds,0.0,0.0
458,Jertih,MY,5.7336,102.4897,78.67,85,94,3.33,overcast clouds,0.0,0.0
459,Valera,VE,9.3178,-70.6036,82.89,78,86,2.68,overcast clouds,0.0,0.0
460,Anchorage,US,61.2181,-149.9003,42.35,92,90,3.0,moderate rain,1.36,0.0
461,Hearst,CA,49.6835,-83.6665,66.45,85,100,6.15,overcast clouds,0.0,0.0
462,Hailey,US,43.5196,-114.3153,51.89,76,86,3.0,overcast clouds,0.0,0.0
463,Beipiao,CN,41.7919,120.7792,54.68,37,100,14.94,overcast clouds,0.0,0.0
464,Danjiangkou,CN,32.5428,111.5086,64.58,66,100,10.87,light rain,0.56,0.0
465,Antofagasta,CL,-23.65,-70.4,61.88,65,6,11.01,clear sky,0.0,0.0
466,Payo,ID,-3.7508,103.6372,76.19,86,83,1.88,broken clouds,0.0,0.0
467,Lompoc,US,34.6391,-120.4579,74.84,51,1,4.61,clear sky,0.0,0.0
468,Gadsden,US,34.0143,-86.0066,83.03,75,67,0.0,broken clouds,0.0,0.0
469,Bud,US,39.447,-86.1758,82.2,64,55,9.82,broken clouds,0.0,0.0
470,Loanda,AO,-8.8368,13.2343,75.2,78,20,11.5,few clouds,0.0,0.0
471,Aykhal,RU,66.0,111.5,32.11,98,100,14.79,overcast clouds,0.0,0.0
472,Mackay,AU,-21.15,149.2,73.38,78,40,8.05,scattered clouds,0.0,0.0
473,Salinas,US,36.6777,-121.6555,68.83,48,51,3.67,broken clouds,0.0,0.0
474,Russell,US,32.3502,-85.1999,84.96,64,47,6.33,scattered clouds,0.0,0.0
475,Luganville,VU,-15.5333,167.1667,77.56,86,76,11.54,broken clouds,0.0,0.0
476,Plauen,DE,50.5,12.1333,48.83,68,1,3.76,clear sky,0.0,0.0
477,Eskisehir,TR,39.7767,30.5206,57.94,74,37,7.0,scattered clouds,0.0,0.0
478,Lingao,CN,19.9103,109.6859,77.25,91,100,24.23,overcast clouds,0.0,0.0
479,Angoche,MZ,-16.2325,39.9086,76.37,73,0,14.7,clear sky,0.0,0.0
480,Tezu,IN,27.9167,96.1667,75.87,78,0,3.38,clear sky,0.0,0.0
481,Itarema,BR,-2.9248,-39.9167,86.05,63,49,19.53,scattered clouds,0.0,0.0
482,Wadi Musa,JO,30.3222,35.4793,68.25,38,0,2.53,clear sky,0.0,0.0
483,Geraldton,AU,-28.7667,114.6,50.41,76,0,9.22,clear sky,0.0,0.0
484,Cidreira,BR,-30.1811,-50.2056,63.64,84,100,19.84,overcast clouds,0.0,0.0
485,Baikunthpur,IN,23.25,82.55,70.65,65,3,1.74,clear sky,0.0,0.0
486,Olinda,BR,-8.0089,-34.8553,83.93,65,40,14.97,scattered clouds,0.0,0.0
487,Wentzville,US,38.8114,-90.8529,86.67,57,100,8.99,overcast clouds,0.0,0.0
488,Le Port,RE,-20.9373,55.2919,71.6,77,32,4.52,scattered clouds,0.0,0.0
489,Gamba,GA,-2.65,10.0,77.58,88,97,9.8,light rain,0.16,0.0
490,Coquimbo,CL,-29.9533,-71.3436,60.53,63,20,13.8,few clouds,0.0,0.0
491,Manyana,BW,-23.4,21.7167,72.66,8,9,12.53,clear sky,0.0,0.0
492,Emirdag,TR,39.0197,31.15,61.14,47,5,4.72,clear sky,0.0,0.0
493,Victoria Point,AU,-27.5833,153.3,70.92,79,8,3.0,clear sky,0.0,0.0
494,Naze,JP,28.3667,129.4833,76.37,79,21,18.92,few clouds,0.0,0.0
495,Urusha,RU,54.05,122.9,31.57,87,100,4.52,overcast clouds,0.0,0.0
496,Arandis,NA,-22.4167,14.9667,53.47,35,2,2.84,clear sky,0.0,0.0
497,Omsukchan,RU,62.5333,155.8,8.37,89,75,4.16,broken clouds,0.0,0.0
498,Beringovskiy,RU,63.05,179.3167,30.0,93,100,7.52,overcast clouds,0.0,0.0
499,Namatanai,PG,-3.6667,152.4333,77.92,85,85,3.76,light rain,0.36,0.0
500,Bheramara,BD,24.0232,88.9925,84.27,70,92,2.51,overcast clouds,0.0,0.0
501,Taksimo,RU,56.3444,114.8794,30.69,77,26,3.29,scattered clouds,0.0,0.0
502,Phonhong,LA,18.5007,102.4166,76.15,93,100,1.57,overcast clouds,0.0,0.0
503,Glendive,US,47.1053,-104.7125,52.43,94,100,10.0,overcast clouds,0.0,0.0
504,Merauke,ID,-8.4667,140.3333,79.0,85,75,11.32,broken clouds,0.0,0.0
505,Preobrazheniye,RU,42.9019,133.9064,59.72,84,100,7.2,overcast clouds,0.0,0.0
506,Krishnagiri,IN,12.5333,78.2333,73.76,88,100,8.63,overcast clouds,0.0,0.0
507,Oskemen,KZ,49.9565,82.6119,31.96,86,16,2.24,few clouds,0.0,0.0
508,Kijang,KR,35.2442,129.2139,69.53,91,15,4.72,few clouds,0.0,0.0
509,Honningsvag,NO,70.9821,25.9704,38.97,92,100,3.13,overcast clouds,0.0,0.0
510,Maxixe,MZ,-23.8597,35.3472,73.22,83,0,15.99,clear sky,0.0,0.0
511,Khorixas,NA,-20.3667,14.9667,81.21,8,0,10.11,clear sky,0.0,0.0
512,Namie,JP,37.4833,141.0,65.71,96,94,3.67,overcast clouds,0.0,0.0
513,Barra Do Garcas,BR,-15.89,-52.2567,95.58,43,20,0.0,few clouds,0.0,0.0
514,Kanchanaburi,TH,14.6333,99.1,75.56,95,100,3.8,light rain,0.14,0.0
515,Alipur,PK,29.3846,70.9116,86.32,18,0,5.95,clear sky,0.0,0.0
516,Totness,SR,5.8833,-56.3167,86.4,67,37,12.64,scattered clouds,0.0,0.0
517,Acoyapa,NI,11.9703,-85.1711,91.49,68,67,11.21,broken clouds,0.0,0.0
518,Benghazi,LY,32.1167,20.0667,77.2,63,1,13.73,clear sky,0.0,0.0
519,Ampanihy,MG,-24.7,44.75,69.85,66,6,4.43,clear sky,0.0,0.0
520,Teguldet,RU,57.3064,88.1667,37.2,83,100,7.83,overcast clouds,0.0,0.0
521,Valdivia,CL,-39.8142,-73.2459,62.69,37,0,2.75,clear sky,0.0,0.0
522,Fershampenuaz,RU,53.5202,59.8117,41.72,54,63,6.78,broken clouds,0.0,0.0
523,Evensk,RU,61.95,159.2333,24.37,62,21,6.24,few clouds,0.0,0.0
524,Coolum Beach,AU,-26.5333,153.1,68.11,87,25,6.13,scattered clouds,0.0,0.0
525,Lavrentiya,RU,65.5833,-171.0,28.98,83,85,10.51,overcast clouds,0.0,0.0
526,Alghero,IT,40.5589,8.3181,68.09,56,20,10.36,few clouds,0.0,0.0
527,Hennebont,FR,47.8051,-3.2734,63.28,78,0,4.61,clear sky,0.0,0.0
528,Gizo,SB,-8.103,156.8419,80.47,79,81,4.34,light rain,0.65,0.0
529,Linjiang,CN,41.8069,126.9078,58.14,99,100,2.71,light rain,0.68,0.0
530,Aklavik,CA,68.2191,-135.0107,32.0,80,75,4.61,broken clouds,0.0,0.0
531,Posse,BR,-14.0931,-46.3694,96.66,17,31,5.06,scattered clouds,0.0,0.0
532,San Quintin,MX,30.4833,-115.95,70.99,56,5,19.33,clear sky,0.0,0.0
533,Pirogovo,RU,56.7796,53.1495,44.65,89,100,7.67,overcast clouds,0.0,0.0
534,Jinxiang,CN,27.4327,120.6062,75.49,88,100,9.28,overcast clouds,0.0,0.0
535,Santo Antonio Do Ica,BR,-3.1022,-67.9397,90.14,51,98,2.01,overcast clouds,0.0,0.0
536,Sorland,NO,67.667,12.6934,49.84,96,100,23.42,moderate rain,1.69,0.0
537,Nantucket,US,41.2835,-70.0995,65.08,80,99,21.23,overcast clouds,0.0,0.0
538,Boa Vista,BR,2.8197,-60.6733,91.38,49,40,8.05,scattered clouds,0.0,0.0
539,Puerto Escondido,MX,15.85,-97.0667,87.17,60,92,6.78,overcast clouds,0.0,0.0
540,Luis Correia,BR,-2.8792,-41.6669,87.8,70,20,20.71,few clouds,0.0,0.0
541,Fez,MA,34.0372,-4.9998,87.91,24,0,9.22,clear sky,0.0,0.0
542,Apiai,BR,-24.5094,-48.8425,55.4,100,100,2.35,moderate rain,2.51,0.0
543,Ugoofaaru,MV,5.6667,73.0,82.92,79,100,14.52,overcast clouds,0.0,0.0
544,Campoverde,PE,-8.4753,-74.8058,89.29,33,86,2.01,overcast clouds,0.0,0.0
545,Livny,RU,52.4253,37.6069,42.08,59,14,4.5,few clouds,0.0,0.0
546,San Isidro,PE,-12.1167,-77.05,63.25,81,90,1.01,overcast clouds,0.0,0.0
547,Kamenka,RU,51.3223,42.7678,43.56,60,3,6.02,clear sky,0.0,0.0
548,Thinadhoo,MV,0.5333,72.9333,83.7,70,100,10.07,overcast clouds,0.0,0.0
549,Staryy Nadym,RU,65.6118,72.6842,28.27,77,87,14.76,overcast clouds,0.0,0.0
550,Lerwick,GB,60.1545,-1.1494,53.6,97,100,15.93,overcast clouds,0.0,0.0
551,Lehigh Acres,US,26.6254,-81.6248,87.94,78,90,7.0,overcast clouds,0.0,0.0
552,Laela,TZ,-8.5667,32.05,75.69,22,31,1.86,scattered clouds,0.0,0.0
553,Aketi,CD,2.7388,23.7833,72.41,95,100,2.59,light rain,0.78,0.0
554,Baherden,TM,38.4362,57.4316,48.24,30,0,0.56,clear sky,0.0,0.0
555,Hit,IQ,33.6416,42.8251,80.74,11,0,6.8,clear sky,0.0,0.0
556,Castellammare Del Golfo,IT,38.0188,12.8858,67.32,76,8,2.93,clear sky,0.0,0.0
557,Montevideo,UY,-34.8335,-56.1674,66.22,74,20,15.99,few clouds,0.0,0.0
558,Nuuk,GL,64.1835,-51.7216,34.88,74,91,11.01,overcast clouds,0.0,0.0
559,Torres,BR,-29.3353,-49.7269,66.83,93,100,14.03,light rain,0.64,0.0
560,Saint Anthony,US,45.0205,-93.218,79.25,68,75,3.0,broken clouds,0.0,0.0
561,Gibara,CU,21.1097,-76.1317,89.69,56,77,9.06,broken clouds,0.0,0.0
562,Tiruchchendur,IN,8.4833,78.1167,82.04,78,100,18.72,overcast clouds,0.0,0.0
563,Cabedelo,BR,-6.9811,-34.8339,86.67,71,79,15.05,broken clouds,0.0,0.0
564,Palafrugell,ES,41.9174,3.1631,66.42,54,43,1.01,scattered clouds,0.0,0.0
565,Mozhga,RU,56.4447,52.2276,43.41,86,100,7.4,overcast clouds,0.0,0.0
566,Arcata,US,40.8665,-124.0828,62.2,73,21,1.99,few clouds,0.0,0.0
567,The Valley,AI,18.217,-63.0578,89.46,66,20,17.27,few clouds,0.0,0.0
568,Banjarmasin,ID,-3.3244,114.591,78.94,88,91,3.47,overcast clouds,0.0,0.0
569,Jaguariaiva,BR,-24.2511,-49.7058,58.32,96,100,7.09,light rain,0.61,0.0
570,Hirara,JP,24.8,125.2833,82.54,79,11,22.59,few clouds,0.0,0.0
571,Burnie,AU,-41.0667,145.9167,43.95,75,14,11.39,few clouds,0.0,0.0
572,Tsabong,BW,-26.0217,22.401,69.85,18,5,12.75,clear sky,0.0,0.0
573,Gohpur,IN,26.8833,93.6333,76.15,89,0,1.72,clear sky,0.0,0.0
574,Muscat,OM,23.6139,58.5922,89.49,41,0,5.88,clear sky,0.0,0.0
575,Ketchikan,US,55.3422,-131.6461,47.62,79,87,8.46,light rain,0.39,0.0
