City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
320,Klaksvik,FO,50.92,scattered clouds,62.2266,-6.589,Airbnb rooms
321,Codrington,AU,49.39,overcast clouds,-38.2667,141.9667,Codrington Gardens Bed And Breakfast
322,Moranbah,AU,64.85,clear sky,-22.0016,148.0466,Direct Hotels - Monterey Moranbah
323,Atasu,KZ,44.38,overcast clouds,48.6814,71.6433,Dostyk
324,Turochak,RU,37.13,clear sky,52.2576,87.1224,"Usad'ba ""Lebed'"""
325,Manaure,CO,91.09,scattered clouds,11.7751,-72.4445,Hotel Palaaima
326,Letnik,RU,50.9,overcast clouds,46.011,41.2657,Na Cherkasskom Trakte Basa Otdykha
327,Talnakh,RU,13.8,overcast clouds,69.4865,88.3972,Talnakh Hotel
328,Amahai,ID,77.41,broken clouds,-3.3333,128.9167,HOTEL ISABELA
329,Hambantota,LK,80.6,overcast clouds,6.1241,81.1185,Bungalow 63
330,Okha,RU,39.69,overcast clouds,53.5739,142.9478,Империя
331,Lahat,ID,75.67,broken clouds,-3.8,103.5333,Hotel Grand Zuri Lahat by ZHM
332,Katangli,RU,43.39,overcast clouds,51.7102,143.2326,
333,Riyadh,SA,87.94,clear sky,24.6877,46.7219,"InterContinental Riyadh, an IHG Hotel"
334,Makinsk,KZ,31.35,clear sky,52.6292,70.4169,Bereke
335,Cravo Norte,CO,90.48,scattered clouds,6.3017,-70.2041,Hotel Potosí Los Mirtos
336,Shahrud,IR,45.75,clear sky,36.4182,54.9763,Royal Hotel
337,Mujiayingzi,CN,44.11,broken clouds,42.1167,118.7833,Jinjiang Hotel
338,Mananjary,MG,68.49,clear sky,-21.2167,48.3333,Vahiny Lodge
339,Carroll,US,71.92,overcast clouds,39.5501,-77.0164,Best Western Westminster Hotel
340,Zhenlai,CN,53.56,broken clouds,45.8495,123.2973,
341,Bima,ID,75.88,overcast clouds,-8.4667,118.7167,Lambitu Hotel
342,Sangar,RU,28.83,snow,63.9242,127.4739,
343,Kamaishi,JP,62.04,broken clouds,39.2667,141.8833,Hotel Route Inn Kamaishi
344,Praia Da Vitoria,PT,71.85,scattered clouds,38.7333,-27.0667,Hotel Branco I
345,Hasaki,JP,66.6,scattered clouds,35.7333,140.8333,Hotel Sunrise Choshi
346,Margate,GB,59.04,scattered clouds,51.3813,1.3862,Premier Inn Margate hotel
347,Jumla,NP,53.55,scattered clouds,29.2747,82.1838,"अन्नी घर, जुम्ला - Anni Ghar"
348,Sampit,ID,75.97,overcast clouds,-2.5333,112.95,Aquarius Boutique Hotel Sampit
349,Sioux Lookout,CA,61.18,mist,50.1001,-91.917,Knobby's Fly-In Camps
350,Nouadhibou,MR,82.38,broken clouds,20.931,-17.0347,El Medina
351,Kamina,CD,77.43,few clouds,-8.7386,24.9906,Guest House Florvia
352,Surt,LY,77.02,few clouds,31.2089,16.5887,الهادي ابوشعاله سرت
353,Quesnel,CA,45.1,overcast clouds,52.9999,-122.5029,Ramada by Wyndham Quesnel
354,Mirnyy,RU,34.57,light rain,62.5353,113.9611,квартира
355,Asau,RO,45.52,broken clouds,46.4333,26.4,Casa Mika Ciobanus
356,Novobirilyussy,RU,39.15,overcast clouds,56.9514,90.6661,Gostinitsa
357,Vao,NC,69.62,overcast clouds,-22.6667,167.4833,Hotel Kou-Bugny
358,Brae,GB,53.51,overcast clouds,60.3964,-1.353,Busta House Hotel
359,Tibagi,BR,61.79,moderate rain,-24.5094,-50.4136,Far View Inn
360,Narsaq,GL,37.02,clear sky,60.9167,-46.05,Narsaq Kayak Hostel
361,Ariogala,LT,48.78,overcast clouds,55.2667,23.4667,"Prie Dubysos, kaimo turizmo sodyba"
362,Egvekinot,RU,17.4,overcast clouds,66.3167,-179.1667,
363,Mamonovo,RU,44.55,overcast clouds,54.4643,19.938,"Kislov V.n., M. U Mosta, Kafe, Russkaya Banya"
364,Mariager,DK,52.79,overcast clouds,56.6498,9.9752,Mariager Camping
365,Poya,NC,66.58,few clouds,-21.35,165.15,
366,Namibe,AO,66.29,clear sky,-15.1961,12.1522,Hotel Chik Chik Namibe
367,Pocone,BR,102.83,broken clouds,-16.2567,-56.6228,Hotel e Churrascaria Pantaneira
368,Almora,IN,59.16,clear sky,29.6167,79.6667,New Dolma
369,Gram,DK,50.14,clear sky,55.2895,9.0491,Gram Slot
370,Birao,CF,80.01,broken clouds,10.2849,22.7882,
371,Hobyo,SO,78.64,scattered clouds,5.3505,48.5268,Halane Hotel and Restaurent
372,Puerto Cabezas,NI,87.76,broken clouds,14.0351,-83.3888,Cabaña Caribe
373,Pattani,TH,80.02,overcast clouds,6.75,100.4167,Tobias Kleeberg
374,Kjollefjord,NO,36.84,overcast clouds,70.9457,27.3465,Hotel Nordkyn
375,Nipawin,CA,53.64,clear sky,53.3668,-104.0009,Tobin Lake Motel
376,Buchanan,LR,84.16,broken clouds,5.8808,-10.0467,Kamaneahn Hotel Inc
377,Tondano,ID,69.89,overcast clouds,1.3038,124.9112,Villa Bella
378,Flinders,AU,67.37,broken clouds,-34.5833,150.8552,Shellharbour Resort & Conference Centre
379,Westport,US,69.94,overcast clouds,41.1415,-73.3579,The Westport Inn
380,Narrabri,AU,75.29,few clouds,-30.3167,149.7833,Crossroads Hotel
381,San Jose,US,67.05,clear sky,37.3394,-121.895,The Westin San Jose
382,Beloha,MG,70.38,clear sky,-25.1667,45.05,
383,Celestun,MX,86.85,scattered clouds,20.8667,-90.4,Posada Lilia
384,Ninh Binh,VN,73.0,moderate rain,20.2539,105.975,Kinh Do Hotel
385,San Policarpo,PH,79.74,moderate rain,12.1791,125.5072,Agapita M. Nicart
386,Port Hedland,AU,66.25,clear sky,-20.3167,118.5667,The Esplanade Hotel
387,Mecca,SA,88.54,scattered clouds,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
388,Pizarro,CO,76.14,light rain,4.9533,-77.366,Hotel Limonar
389,Trofors,NO,54.81,light rain,65.5333,13.4063,Hause for Marcus and Martinus
390,Carballo,ES,68.07,overcast clouds,43.213,-8.691,Pazo do Souto
391,Havelock,US,75.43,light rain,34.8791,-76.9013,Sherwood Motel
392,Port Hawkesbury,CA,56.59,scattered clouds,45.6169,-61.3485,MacKenzie House Tourist Home B&B
393,Ilulissat,GL,24.64,overcast clouds,69.2167,-51.1,Hotel Arctic
394,Yilan,TW,82.51,overcast clouds,24.757,121.753,Dar Chen Hotel
395,Los Llanos De Aridane,ES,71.35,few clouds,28.6585,-17.9182,Valle Aridane
396,Iqaluit,CA,37.13,overcast clouds,63.7506,-68.5145,Frobisher Inn
397,Airai,TL,58.53,broken clouds,-8.9266,125.4092,Juvinal Martin
398,San Ignacio,BZ,87.94,scattered clouds,17.1561,-89.0714,Rainforest Haven Inn
399,Viedma,AR,82.96,clear sky,-40.8135,-62.9967,Hotel Cristal
400,Mount Isa,AU,80.37,broken clouds,-20.7333,139.5,ibis Styles Mt Isa Verona
401,Jiangyou,CN,60.35,light rain,31.7667,104.7167,Shangping Shuyuan Inn
402,Wanning,CN,77.92,overcast clouds,18.8003,110.3967,Paradise Hotel
403,Mayo,US,74.37,overcast clouds,38.8876,-76.5119,Resorts Resource Group International
404,Dunedin,NZ,48.79,clear sky,-45.8742,170.5036,Scenic Hotel Southern Cross
405,San Andres,CO,86.02,few clouds,12.5847,-81.7006,Hotel Arena Blanca
406,Urumqi,CN,40.15,clear sky,43.801,87.6005,Hua Ling Grand Hotel Urumqi
407,Kawalu,ID,71.28,overcast clouds,-7.3817,108.2082,KOSAN UNGU UNSIK
408,Savinka,RU,47.07,clear sky,50.0785,47.0994,
409,Erba,IT,59.31,broken clouds,45.8096,9.2312,Hotel Leonardo Da Vinci
410,Bubaque,GW,82.9,broken clouds,11.2833,-15.8333,"Casa Dora, Bubaque"
411,Owase,JP,71.71,broken clouds,34.0667,136.2,Business Hotel Phoenix
412,Tashtyp,RU,37.63,broken clouds,52.7939,89.8983,Oblachnyye Glubiny Orden Gusu Lan'
413,Ouegoa,NC,70.14,scattered clouds,-20.35,164.4333,
414,Sankt Florian,AT,49.59,broken clouds,48.2057,14.3784,Hotel Florianerhof
415,Fukuma,JP,73.4,clear sky,33.7667,130.4667,Masago
416,Pangai,TO,76.28,overcast clouds,-19.8,-174.35,Ha'apai Beach Resort
417,Ostersund,SE,55.85,broken clouds,63.1792,14.6357,Best Western Hotel Gamla Teatern
418,Riachao,BR,98.67,broken clouds,-7.3619,-46.6172,Pousada Nordestina
419,Fairlie,GB,58.39,broken clouds,55.756,-4.8556,Brisbane House Hotel
420,Bathsheba,BB,86.61,scattered clouds,13.2167,-59.5167,Atlantis Hotel
421,Slave Lake,CA,55.38,clear sky,55.2834,-114.769,Super 8 by Wyndham Slave Lake AB
422,Stepnyak,KZ,39.02,few clouds,52.8339,70.7803,
423,Okhotsk,RU,24.91,few clouds,59.3833,143.3,
424,Lesnoye,RU,45.34,overcast clouds,58.2841,35.5158,
425,Eureka,US,62.64,few clouds,40.8021,-124.1637,Eureka Inn Trademark By Wyndham
426,Ellensburg,US,56.3,overcast clouds,46.9965,-120.5479,"Holiday Inn Express Ellensburg, an IHG Hotel"
427,Poum,NC,72.19,scattered clouds,-20.2333,164.0167,Gîte kajeon
428,Vostok,RU,44.26,overcast clouds,46.4856,135.8833,
429,Saint George,US,70.27,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
430,Teahupoo,PF,75.16,scattered clouds,-17.8333,-149.2667,Vanira Lodge
431,Sabha,LY,81.46,clear sky,27.0377,14.4283,Foundation Taaj Asala for Historical Research and Archeology
432,Mitu,CO,86.85,overcast clouds,1.1983,-70.1733,
433,Maues,BR,100.65,overcast clouds,-3.3836,-57.7186,Hotel Miramar
434,Komsomolskiy,UZ,53.02,overcast clouds,40.4272,71.7189,Ikathouse
435,Thunder Bay,CA,66.99,mist,48.4001,-89.3168,Victoria Inn Hotel and Convention Centre
436,Neiafu,TO,72.28,scattered clouds,-18.65,-173.9833,Mystic Sands Beachfront Accommodation
437,Avera,US,79.38,broken clouds,33.194,-82.5271,
438,Beyneu,KZ,51.42,clear sky,45.3167,55.2,NUR
439,Katsuura,JP,70.2,scattered clouds,35.1333,140.3,Katsuura Hotel Mikazuki
440,Shumerlya,RU,39.81,broken clouds,55.5005,46.4129,Otel' Oriyental'
441,Cayenne,GF,89.64,broken clouds,4.9333,-52.3333,Hôtel Le Dronmi
442,Rehoboth,,73.11,clear sky,-23.3167,17.0833,Noble Luminous Accommodation
443,Pokhara,NP,67.41,scattered clouds,28.2333,83.9833,Butterfly Lodge
444,Naliya,IN,82.89,clear sky,23.2667,68.8333,jadeja jayendrasinh
445,Iralaya,HN,85.51,scattered clouds,15.0,-83.2333,Iglesia morava renovada
446,Sao Joao Da Barra,BR,71.69,overcast clouds,-21.6403,-41.0511,Pousada Porto De Canoas
447,Ulladulla,AU,63.88,broken clouds,-35.35,150.4667,Sandpiper Motel
448,Mazagao,BR,95.05,overcast clouds,-0.115,-51.2894,Recanto dos Ferreiras
449,Seoul,KR,71.04,broken clouds,37.5683,126.9778,Lotte Hotel Seoul
450,Atar,MR,99.61,overcast clouds,20.5169,-13.0499,Oumou Elghoura
451,Szydlowiec,PL,45.28,clear sky,51.2282,20.8611,Hotel Oleńka
452,Bandarbeyla,SO,78.33,few clouds,9.4942,50.8122,JABIR HOTEL
453,Martapura,ID,78.89,overcast clouds,-3.4167,114.85,Montana Hotel Syariah
454,Sassandra,CI,78.64,scattered clouds,4.95,-6.0833,la terrasse
455,Harper,LR,78.51,light rain,4.375,-7.7169,Screensaver
456,Albury,AU,58.14,light rain,-36.0833,146.9167,Albury Georgian Motel & Suites
457,Saint-Michel-Des-Saints,CA,63.93,overcast clouds,46.6834,-73.9159,Motel Du Mont trinity
458,Jertih,MY,78.67,overcast clouds,5.7336,102.4897,One Utama Hotel
459,Valera,VE,82.89,overcast clouds,9.3178,-70.6036,Hotel Camino Real
460,Anchorage,US,42.35,moderate rain,61.2181,-149.9003,Hotel Captain Cook
461,Hearst,CA,66.45,overcast clouds,49.6835,-83.6665,Companion
462,Hailey,US,51.89,overcast clouds,43.5196,-114.3153,Wood River Inn & Suites
463,Beipiao,CN,54.68,overcast clouds,41.7919,120.7792,Beipiao Hotel
464,Danjiangkou,CN,64.58,light rain,32.5428,111.5086,Dongsheng Guesthouse
465,Antofagasta,CL,61.88,clear sky,-23.65,-70.4,"Holiday Inn Express Antofagasta, an IHG Hotel"
466,Payo,ID,76.19,broken clouds,-3.7508,103.6372,Mess keban agung
467,Lompoc,US,74.84,clear sky,34.6391,-120.4579,"Holiday Inn Express Lompoc, an IHG Hotel"
468,Gadsden,US,83.03,broken clouds,34.0143,-86.0066,Hampton Inn Gadsden
469,Bud,US,82.2,broken clouds,39.447,-86.1758,Ted McQuinn Trust
470,Loanda,AO,75.2,few clouds,-8.8368,13.2343,Hotel Fórum
471,Aykhal,RU,32.11,overcast clouds,66.0,111.5,
472,Mackay,AU,73.38,scattered clouds,-21.15,149.2,International Lodge Motel
473,Salinas,US,68.83,broken clouds,36.6777,-121.6555,Laurel Inn & Conference Center
474,Russell,US,84.96,scattered clouds,32.3502,-85.1999,Macs
475,Luganville,VU,77.56,broken clouds,-15.5333,167.1667,The Espiritu Hotel
476,Plauen,DE,48.83,clear sky,50.5,12.1333,DORMERO Hotel Plauen
477,Eskisehir,TR,57.94,scattered clouds,39.7767,30.5206,Hotel ibis Eskisehir
478,Lingao,CN,77.25,overcast clouds,19.9103,109.6859,Lingao Ditai Inn
479,Angoche,MZ,76.37,clear sky,-16.2325,39.9086,Guest House HESADA
480,Tezu,IN,75.87,clear sky,27.9167,96.1667,Circuit House
481,Itarema,BR,86.05,scattered clouds,-2.9248,-39.9167,"Sea Lounge! Bar, Club & Restaurant"
482,Wadi Musa,JO,68.25,clear sky,30.3222,35.4793,Petra Palace Hotel
483,Geraldton,AU,50.41,clear sky,-28.7667,114.6,Broadwater Mariner Resort
484,Cidreira,BR,63.64,overcast clouds,-30.1811,-50.2056,Hotel Castelo
485,Baikunthpur,IN,70.65,clear sky,23.25,82.55,Hotel Shree Annpurna inn
486,Olinda,BR,83.93,scattered clouds,-8.0089,-34.8553,Hotel Albergue de Olinda
487,Wentzville,US,86.67,overcast clouds,38.8114,-90.8529,Fairfield Inn & Suites by Marriott St. Louis West/Wentzville
488,Le Port,RE,71.6,scattered clouds,-20.9373,55.2919,KORBEY D'OR OUEST
489,Gamba,GA,77.58,light rain,-2.65,10.0,
490,Coquimbo,CL,60.53,few clouds,-29.9533,-71.3436,Punto de encuentro
491,Manyana,BW,72.66,clear sky,-23.4,21.7167,
492,Emirdag,TR,61.14,clear sky,39.0197,31.15,Emirdağ Öğretmenevi
493,Victoria Point,AU,70.92,clear sky,-27.5833,153.3,Bay Retreat Motel
494,Naze,JP,76.37,few clouds,28.3667,129.4833,オーベルジュ・アガルイ
495,Urusha,RU,31.57,overcast clouds,54.05,122.9,Dom Otdykha Lokomotivnykh Brigad
496,Arandis,,53.47,clear sky,-22.4167,14.9667,Paradise valley
497,Omsukchan,RU,8.37,broken clouds,62.5333,155.8,
498,Beringovskiy,RU,30.0,overcast clouds,63.05,179.3167,Beringgorski
499,Namatanai,PG,77.92,light rain,-3.6667,152.4333,Seagulls Inn Namatani
500,Bheramara,BD,84.27,overcast clouds,24.0232,88.9925,Govt Guest House (Dac Banglo)
501,Taksimo,RU,30.69,scattered clouds,56.3444,114.8794,"Gostinitsa ""Viktoriya"""
502,Phonhong,LA,76.15,overcast clouds,18.5007,102.4166,Manyvong Guest House
503,Glendive,US,52.43,overcast clouds,47.1053,-104.7125,Baymont by Wyndham Glendive
504,Merauke,ID,79.0,broken clouds,-8.4667,140.3333,
505,Preobrazheniye,RU,59.72,overcast clouds,42.9019,133.9064,Campsite Orlan
506,Krishnagiri,IN,73.76,overcast clouds,12.5333,78.2333,Alps Residency
507,Oskemen,KZ,31.96,few clouds,49.9565,82.6119,Dedeman Oskemen Tavros Hotel
508,Kijang,KR,69.53,few clouds,35.2442,129.2139,Samyang Beach Villa
509,Honningsvag,NO,38.97,overcast clouds,70.9821,25.9704,Nordkapp Vandrerhjem
510,Maxixe,MZ,73.22,clear sky,-23.8597,35.3472,Oceano
511,Khorixas,,81.21,clear sky,-20.3667,14.9667,Khorixas Lodge
512,Namie,JP,65.71,overcast clouds,37.4833,141.0,いこいの村なみえ
513,Barra Do Garcas,BR,95.58,few clouds,-15.89,-52.2567,Hotel Pousada Tropical
514,Kanchanaburi,TH,75.56,light rain,14.6333,99.1,แพบุญศรี
515,Alipur,PK,86.32,clear sky,29.3846,70.9116,"Green City Executive 1 Alipur, Muzaffargarh"
516,Totness,SR,86.4,scattered clouds,5.8833,-56.3167,STAATS LOGEERGEBOUW TOTNESS
517,Acoyapa,NI,91.49,broken clouds,11.9703,-85.1711,Hotel y Restaurante Los Robles
518,Benghazi,LY,77.2,clear sky,32.1167,20.0667,Tibesti Hotel
519,Ampanihy,MG,69.85,clear sky,-24.7,44.75,Angora Hotel
520,Teguldet,RU,37.2,overcast clouds,57.3064,88.1667,
521,Valdivia,CL,62.69,clear sky,-39.8142,-73.2459,Hostal Entre Rios
522,Fershampenuaz,RU,41.72,broken clouds,53.5202,59.8117,Zavod' Na Gumbeyke
523,Evensk,RU,24.37,few clouds,61.95,159.2333,
524,Coolum Beach,AU,68.11,scattered clouds,-26.5333,153.1,Palmer Coolum Resort
525,Lavrentiya,RU,28.98,overcast clouds,65.5833,-171.0,
526,Alghero,IT,68.09,few clouds,40.5589,8.3181,Villa Las Tronas Hotel & Spa
527,Hennebont,FR,63.28,clear sky,47.8051,-3.2734,ibis budget Lorient Hennebont
528,Gizo,SB,80.47,light rain,-8.103,156.8419,Imagination Island
529,Linjiang,CN,58.14,light rain,41.8069,126.9078,格林豪泰
530,Aklavik,CA,32.0,broken clouds,68.2191,-135.0107,Aklavik Inn
531,Posse,BR,96.66,scattered clouds,-14.0931,-46.3694,Pousada das Palmeiras
532,San Quintin,MX,70.99,clear sky,30.4833,-115.95,Don Eddie's Sport Fishing Center
533,Pirogovo,RU,44.65,overcast clouds,56.7796,53.1495,Гостиница Нарцисс
534,Jinxiang,CN,75.49,overcast clouds,27.4327,120.6062,Wolong Village
535,Santo Antonio Do Ica,BR,90.14,overcast clouds,-3.1022,-67.9397,HOTEL AMAZON WAY
536,Sorland,NO,49.84,moderate rain,67.667,12.6934,Sjybrygga fiskecamp
537,Nantucket,US,65.08,overcast clouds,41.2835,-70.0995,Jared Coffin House
538,Boa Vista,BR,91.38,scattered clouds,2.8197,-60.6733,Aipana Plaza Hotel
539,Puerto Escondido,MX,87.17,overcast clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
540,Luis Correia,BR,87.8,few clouds,-2.8792,-41.6669,Hotel Amarração
541,Fez,MA,87.91,clear sky,34.0372,-4.9998,Hotel Mounia Fès
542,Apiai,BR,55.4,moderate rain,-24.5094,-48.8425,Pousada Villa Branca
543,Ugoofaaru,MV,82.92,overcast clouds,5.6667,73.0,Ungoofaaru Inn
544,Campoverde,PE,89.29,overcast clouds,-8.4753,-74.8058,Hospedaje Coral's
545,Livny,RU,42.08,few clouds,52.4253,37.6069,Gostinitsa Livny Tsentral'naya
546,San Isidro,PE,63.25,overcast clouds,-12.1167,-77.05,Soul Mate-Inn
547,Kamenka,RU,43.56,clear sky,51.3223,42.7678,
548,Thinadhoo,MV,83.7,overcast clouds,0.5333,72.9333,
549,Staryy Nadym,RU,28.27,overcast clouds,65.6118,72.6842,
550,Lerwick,GB,53.6,overcast clouds,60.1545,-1.1494,The Lerwick Hotel
551,Lehigh Acres,US,87.94,overcast clouds,26.6254,-81.6248,Lehigh Resort Club
552,Laela,TZ,75.69,scattered clouds,-8.5667,32.05,
553,Aketi,CD,72.41,light rain,2.7388,23.7833,
554,Baherden,TM,48.24,clear sky,38.4362,57.4316,
555,Hit,IQ,80.74,clear sky,33.6416,42.8251,صالون زيرو
556,Castellammare Del Golfo,IT,67.32,clear sky,38.0188,12.8858,Cerri Hotel
557,Montevideo,UY,66.22,few clouds,-34.8335,-56.1674,KOLPING Hotel
558,Nuuk,GL,34.88,overcast clouds,64.1835,-51.7216,Vandrehuset
559,Torres,BR,66.83,light rain,-29.3353,-49.7269,Farol Hotel
560,Saint Anthony,US,79.25,broken clouds,45.0205,-93.218,"Holiday Inn Express Roseville-St. Paul, an IHG Hotel"
561,Gibara,CU,89.69,broken clouds,21.1097,-76.1317,Sol y Mar
562,Tiruchchendur,IN,82.04,overcast clouds,8.4833,78.1167,Hotel Udhayam International
563,Cabedelo,BR,86.67,broken clouds,-6.9811,-34.8339,Hotel Pigalle
564,Palafrugell,ES,66.42,scattered clouds,41.9174,3.1631,Hotel La Torre
565,Mozhga,RU,43.41,overcast clouds,56.4447,52.2276,Mini Hotel Veshnyaki
566,Arcata,US,62.2,few clouds,40.8665,-124.0828,"Hampton Inn & Suites Arcata, CA"
567,The Valley,AI,89.46,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
568,Banjarmasin,ID,78.94,overcast clouds,-3.3244,114.591,Swiss-Belhotel Borneo Banjarmasin
569,Jaguariaiva,BR,58.32,light rain,-24.2511,-49.7058,San Juan Jaguariaíva
570,Hirara,JP,82.54,few clouds,24.8,125.2833,Hotel Atoll Emerald Miyakojima
571,Burnie,AU,43.95,few clouds,-41.0667,145.9167,Beachfront Voyager Motor Inn
572,Tsabong,BW,69.85,clear sky,-26.0217,22.401,Springbok Motel
573,Gohpur,IN,76.15,clear sky,26.8833,93.6333,Murchana Music
574,Muscat,OM,89.49,clear sky,23.6139,58.5922,Mutrah Hotel
575,Ketchikan,US,47.62,light rain,55.3422,-131.6461,Snow's Cove Lodge
576,Solnechnyy,RU,44.8,overcast clouds,50.7214,136.6319,Hotel complex Pastoral
577,Vorukh,TJ,44.24,broken clouds,39.8494,70.5838,
578,Kefamenanu,ID,70.79,broken clouds,-9.4467,124.4781,Sokowindo Losmen
579,Duluth,US,72.81,scattered clouds,46.7833,-92.1066,South Pier Inn
580,Tilichiki,RU,23.74,few clouds,60.4667,166.1,
581,Araouane,ML,93.31,overcast clouds,18.9048,-3.5265,
582,Oksfjord,NO,43.72,overcast clouds,70.2396,22.3479,
583,Nisia Floresta,BR,86.81,broken clouds,-6.0911,-35.2086,Rancho Crepusculo
584,Sao Joao Dos Patos,BR,93.58,broken clouds,-6.495,-43.7022,Montesino Hotel & Restaurante
585,Minab,IR,90.9,clear sky,27.1467,57.0801,Bam campground
586,Gat,IL,76.82,clear sky,31.61,34.7642,OlusHome
587,Zhezkazgan,KZ,45.57,overcast clouds,47.8043,67.7144,Hotel Zumrat
588,Lasa,IT,54.48,few clouds,46.6166,10.7002,Pension Feldgärtenhof
589,Emerald,AU,69.94,clear sky,-23.5333,148.1667,The Irish Village
590,Mus,TR,55.06,clear sky,39.0,41.75,
591,Kota Belud,MY,80.46,heavy intensity rain,6.351,116.4305,Tang Dynasty Lodge Kota Belud
592,El Alto,PE,76.66,few clouds,-4.2714,-81.2147,Black Marlin Restaurant & Hospedaje
593,Paamiut,GL,35.08,few clouds,61.994,-49.6678,Hotel Ivaana
594,Ponta Delgada,PT,74.12,few clouds,37.7333,-25.6667,Vila Nova Hotel
595,Albemarle,US,74.75,overcast clouds,35.3501,-80.2001,"Holiday Inn Express & Suites Albemarle, an IHG Hotel"
596,Port Macquarie,AU,62.49,broken clouds,-31.4333,152.9167,Rydges Port Macquarie
597,Ciudad Bolivar,VE,92.7,overcast clouds,8.1222,-63.5497,Hotel Edi
598,Parati,BR,77.9,overcast clouds,-23.2178,-44.7131,Che Lagarto Paraty
599,Binzhou,CN,59.76,light rain,37.3667,118.0167,Hampton By Hilton Binzhou
600,Grants Pass,US,56.48,clear sky,42.439,-123.3284,La Quinta Inn & Suites by Wyndham Grants Pass
601,Mangaluru,IN,79.66,scattered clouds,12.8667,74.8833,Goldfinch Hotel Mangaluru
602,Soloneshnoye,RU,36.0,few clouds,51.6544,84.3197,Gostinitsa Al'tair
603,Lewisville,US,89.69,clear sky,33.0462,-96.9942,Best Western Plus Hotel Lewisville Flower Mound
604,Gusau,NG,85.89,broken clouds,12.1628,6.6614,GUEST INN
605,Parry Sound,CA,65.88,overcast clouds,45.3501,-80.033,Bayside Inn
606,Karpogory,RU,34.21,overcast clouds,64.0019,44.4451,Hotel Pinezhskaya Sloboda
607,Lethem,GY,92.3,scattered clouds,3.3803,-59.7968,Savannah Inn
608,Soe,ID,64.47,scattered clouds,-9.8607,124.284,Dena Hotel
609,Ballina,AU,64.58,clear sky,-28.8667,153.5667,Ramada Hotel & Suites by Wyndham Ballina Byron
610,Saiha,IN,69.6,scattered clouds,22.4833,92.9667,"Circuit House, Siaha"
611,Mantua,IT,63.28,overcast clouds,45.1667,10.7833,Hotel la Favorita
612,Pilani,IN,86.67,clear sky,28.3684,75.6041,Hotel Sunshine
613,Vila Franca Do Campo,PT,73.81,few clouds,37.7167,-25.4333,Pestana Bahia Praia
614,Christchurch,NZ,47.95,broken clouds,-43.5333,172.6333,The George
615,Moussoro,TD,95.99,overcast clouds,13.6408,16.4901,Hôtel Maltina
616,Santa Fe,AR,78.75,clear sky,-31.6333,-60.7,Conquistador Hotel
617,Odesskoye,RU,41.56,scattered clouds,54.2111,72.9651,
618,Mandalgovi,MN,28.51,clear sky,45.7625,106.2708,В.Ганбат
619,Verkhnyaya Toyma,RU,38.95,overcast clouds,62.2349,44.9985,Gostinitsa Sportivnaya
620,Sakakah,SA,90.97,clear sky,29.9697,40.2064,Fakhamat Al Orjoana Apartment
621,Whitianga,NZ,53.02,scattered clouds,-36.8333,175.7,Beachside Resort Whitianga
622,Grand Gaube,MU,73.8,light rain,-20.0064,57.6608,Veranda Paul et Virginie Hotel & Spa
623,Kochinda,IN,75.22,clear sky,21.7333,84.35,Shristi Lodge
624,Bilma,NE,88.43,clear sky,18.6853,12.9164,Expeditions Ténére voyages
625,Bulata,PH,77.81,moderate rain,9.8599,122.4016,Punta Bulata Resort & Spa
626,Mulege,MX,92.26,clear sky,26.8833,-111.9833,Casa Granada
627,Chignahuapan,MX,68.94,scattered clouds,19.8333,-98.0333,Salones Termales Chignahuapan
628,Lanzhou,CN,40.28,overcast clouds,36.0564,103.7922,Lanzhou Amdo Xiangbala Hotel
629,Dharchula,IN,65.53,few clouds,29.85,80.5333,Mahara Hotel
630,Never,FR,55.65,broken clouds,46.9896,3.159,Hôtel Kyriad Nevers Centre
631,Ust-Kut,RU,41.36,overcast clouds,56.7938,105.7672,Otel Flagman
632,Batagay,RU,26.8,overcast clouds,67.6333,134.6333,Gostinitsa Ki'ileekh
633,Adelaide,AU,50.85,clear sky,-34.9333,138.6,The Chancellor on Currie
634,Langen,DE,57.88,clear sky,49.9933,8.6728,Turmhotel Rhein-Main
635,Tornio,FI,41.02,broken clouds,65.8481,24.1466,Park Hotel Tornio
636,Lahaina,US,76.8,broken clouds,20.8783,-156.6825,Lahaina Shores Beach Resort
637,Olga,RU,56.53,overcast clouds,43.7444,135.2892,Gostinitsa Rosmorport.
638,Mae Hong Son,TH,73.87,overcast clouds,19.3003,97.9685,Baiyoke Chalet Hotel
639,Kalabo,ZM,88.11,broken clouds,-14.97,22.6814,Sikakubete Guest House Kalabo Town Council
640,Anadyr,RU,25.3,light snow,64.75,177.4833,"Гостиница ""Анадырь"""
641,Lagoa,PT,69.85,scattered clouds,39.05,-27.9833,Casa Das Faias
642,Lydenburg,ZA,66.4,few clouds,-25.0978,30.4597,The Palms Boutique Hotel
643,Nizhnevartovsk,RU,33.82,clear sky,60.9344,76.5531,Luch
644,Barra,BR,96.08,broken clouds,-11.0894,-43.1417,Motel Albatroz
